"name","description","address","zipcode","city","longitude","latitude"
"ASSOCIATION SOCIO-CULTUREL AMERINDIENNE ET LATINO AMERICAINE","Faire decouvrir la culture des indiens d amerique du nord et du sud.par le biais de soirees a theme d exposition d un centre de rencontre d artisanat culinaire et pratique et d echange avec les peuples et la reconnaissance de ceux ci.","169,rue monplaisir","69400","VILLEFRANCHE-SUR-SAONE","4.722847","45.9901"
"CLUB DES CITOYENS AMIS DE ROBESPIERRE","Reunir tous les citoyens francais ou etrangers de quelque origine sociale que ce soit desireux de connaitre et de faire connaitre lavie et l oeuvre de maximilien robespierre.","9,place du marche","69380","CHAZAY-D'AZERGUES","4.712602","45.874851"
"ASSOCIATION SAINT MARTIN POUR L'AIDE A LA YOUGOSLAVIE","Aide humanitaire a l ancienne yougoslavie notamment par la collecte et l envoi de materiel medical chirurgical et produits pharmaceutiques.par une assistance d ordre general aux hopitaux yougoslaves","Bourg de dieme","69170","DIEME","4.465996","45.961517"
"VITAFORM","Faire decouvrir les activites d expression gymnique et disciplinesassociees.","Rue camille claudel 'le gonnet'","69170","TARARE","4.444996","45.9014"
"ASSOCIATION AIDE A REVIVRE","D apporter un soutien moral aux personnes se trouvant dans la solitude nous contactant telephoniquement en creant un espace de dia logue et de loisirs.","13,rue de la republique","69220","BELLEVILLE","4.751127","46.108485"
"ASSOCIATION DE LOCATAIRES DE LA POMMERAIE","La defense des interets des locataires de la residence et la ges tion ainsi que la preservation du patrimoine commun.","31,rue fabre d'eglantine chez m. rochedy","69400","VILLEFRANCHE-SUR-SAONE","4.72678","45.994392"
"ASSOCIATION DES CONSOMMATEURS DU CANTON DU BOIS D'OINGT (A.C.D.C.DU BOIS D'OINGT)","DEFENSE DES CONSOMMATEURS D EAU ET LES USAGERS DES SERVICES PUBLICS PROTECTION DE LA NATURE LUTTE CONTRE LES POLLUTIONS SANS LIMITE GEOGRAPHIQUE","Machurat chez m. maurice bouilhol","69620","LETRA","4.53191","45.959436"
"SEJOURS LI (ASSOCIATION DISSOUTE DANS MULTILOG)","Association dissoute (donnees incompletes)","","69400","VILLEFRANCHE-SUR-SAONE","4.724536","45.985089"
"C J M D RACING","Promouvoir et developper le sport automobile et motocycle a tout ses adherents pour toutes operations commerciale financiere et mediathique","2,avenue edouard herriot","69170","TARARE","4.440257","45.89345"
"ASSOCIATION POUR LE DEVELOPPEMENT DU TERRITOIRE BEAUJOLAIS - PLAINE DE SAONE","Developpement et amenagement du territoire beaujolais-plaine de saone dans tous les domaines lies a l economie au cadre de vie au tourisme aux equipements et services au logement a l environnementpar tous les moyens appropries.","Mairie","69620","BOIS-D'OINGT","4.581079","45.94761"
"CYNOFORM","Mise a disposition de materiel relatif a la pratique du sport canin.organisation de conferences.etude et recherche scientifique dans le domaine du sport canin.aquisition realisation et mise au point de materiel necessaire a ces pratiques.","Chemin des molaizes","69480","ANSE","4.707958","45.946213"
"ASSOCIATION DES VICTIMES DU P.O.S.","Aider par tous les moyens et supports de communication a la diffu sion des informations concernant les injustices dont sont victimesdu p.o.s. certains habitants.","3,allee de champ fleuri","69400","LIMAS","4.70807","45.981058"
"LA TROUPE DU SAINT RIGAUD","Renforcer la convivialite entre les habitants des differentes com munes du canton a travers la danse et les chants.","Mairie","69860","MONSOLS","4.542381","46.262422"
"TARARE +......","Rassembler autour des elus et sympathisants de gauche de la region de tarare tous ceux qui se sentent concernes par la vie publique","Mairie","69170","TARARE","4.432659","45.896097"
"ALTER ACTIV PLUS","Promouvoir le secteur du travail adapte en etablissant des axes de communication entre ce dernier et le monde du travail ordinaire","Ateliers de la roche","69170","LES-SAUVAGES","4.391064","45.92457"
"'REUSSIR POUR VOUS'","Formation professionnelle des membres de la section sts pme-pmi relation et action avec les entreprises organisation de seminairesde voyages d etude et diffusion permanente d information.","75,route de saint clement","69170","TARARE","4.444736","45.896641"
"AMICALE DES CLASSES EN 9 DE MONSOLS","Organisation de bals fetes reunions et sorties.","Mairie","69860","MONSOLS","4.542381","46.262422"
"CLUB LOISIRS & AMITIES DE BEAUJEU","Reunion et accueil des personnes du 3eme age voyages animations fetes atelier et diffusion des objets fabriques par les membres de l association.","Mairie","69430","BEAUJEU","4.586558","46.154032"
"INSTITUT D (ASSOCIATION DISSOUTE DANS MULTILOG)","Association dissoute (donnees incompletes)","","69490","PONTCHARRA-SUR-TURDINE","4.483064","45.876991"
"ASSOCIATION BEAUJOLAISE DES USAGERS DES SERVICES (A.B.U.S.)","Lutter contre les abus dont les consommateurs des communes de cogny.denice.gleize.jarnioux.lacenas.liergues.pouilly le monial. rivolet et ville sur jarnioux sont victimes en ce qui concerne","Le clos rambion","69640","COGNY","4.622327","45.986833"
"FAL LOISIRS","Organisation de voyages.","191,rue paul claudel chez m. francioli","69400","VILLEFRANCHE-SUR-SAONE","4.723029","45.981766"
"ROLLER SKATING BEAUJOLAIS","Dans le cadre du developpement sportif l'association s'engage a organiser enseigner et promouvoir le patinage sur roulettes dans le respect des statuts federaux. l'association s'engage egalement a entretenir toutes relations","Blaceret","69460","SAINT-ETIENNE-DES-OULLIERES","4.663869","46.051509"
"C.B.F. KARTING","Soutenir par tous moyens moraux et materiels les efforts et le developpement sportifs d'un pilote de karting.","3 rue pierre sautet","69470","COURS-LA-VILLE","4.32209","46.100014"
"ACADEMIE D'AIKI-TAISO DU RHONE ET DE LA SAONE","Developper et enseigner l'aiki taiso - rerouper les clubs regionaux et en creer de nouveaux creer toute autre structure ou cadre pour permettre cette activite.","Le marronnier","69620","THEIZE","4.617915","45.940865"
"B. B. EDITIONS","Promotion de musiciens auteurs interpretes par l organisation concerts manifestations musicales enregistrement de cassettes disques c.d. videogrammes editions musicales et toutes operations","241,rue parmentier","69400","VILLEFRANCHE-SUR-SAONE","4.712993","45.999459"
"AUX ENFANTS DE BOSNIE","Aide aux victimes de guerre humanitaire financiere etc et principalement aux enfants.","La poyebade","69460","ODENAS","4.642989","46.105773"
"'LIFE IMAGE'","Cette association a pour but de developper tous supports visuels mobiles ou immobiles ex: video, photo, graphisme, affiche publicitaire, serigraphie, press boock etc.","356 rue lamartine chez mr bruno richard","69400","VILLEFRANCHE-SUR-SAONE","4.726449","45.984137"
"LA DRIOULE","L'animation d'un groupe d'enfants du haut beaujolais afin de creeret diffuser des spectacles de danses folkloriques et egalement mettre en place des activites de danse et de musique traditionnelle.","Le bourg chez mr michel francois","69240","CHAPELLE-DE-MARDORE","4.35042","46.054227"
"ASSOCIATION POUR LE MA (ASSOCIATION DISSOUTE DANS MULTILOG)","Association dissoute (donnees incompletes)","","69170","TARARE","4.429772","45.9007"
"'TOUT POUR LA MUSIQUE'","La creation promotion et gestion du groupe 'no fax' ou autre createur artistique.","Montee des paves","69620","CHAMELET","4.509666","45.983565"
"ASSOCIATION DE DEFENSE DES CONSOMMATEURS DU CANTON DE PONTCHARRA-SUR-TURDINE (A.D.C.C.P.).","Sauvegarde des interets des consommateurs.","1, rue de la commanderie","69490","PONTCHARRA-SUR-TURDINE","4.489733","45.873825"
"L'ESTANKO ATELIER D'ARTS","Aider la creation artistique par l'intermediaire de locaux de conseils de reunions artistiques et toutes activites liees a l'arten general.","472, rue de thizy","69400","VILLEFRANCHE-SUR-SAONE","4.712408","45.98768"
"' LES TONTONS BRINGUEURS '","But culturel pour les membres de cette association.","Rue des labourons chez mme bataillard celine","69840","JULIENAS","4.711985","46.235463"
"LES CLASSES EN 7 DE BEAUJEU","Preparation et organisation des fetes de la classe en 7 de beaujeu","Mairie","69430","BEAUJEU","4.586558","46.154032"
"AMICALE DES CLASSES EN 5","Organisation de fetes bals reunions et sorties.","Mairie","69860","MONSOLS","4.542381","46.262422"
"MOSAIK - AIKIDO","Developpement d activites sportives et notamment de l aikido.","Ferme de la vieille route","69620","CHAMELET","4.496273","45.998599"
"20 TUBAS ET 40 PALMES","Realiser des activites socio culturelles et educatives.","La briratte maison familiale","69910","VILLIE-MORGON","4.681742","46.157339"
"AMICALE CLASSE 1996","Rassembler toutes les personnes nees en 1976 desirant participer a la fete des classes d amplepuis.","Mairie","69550","AMPLEPUIS","4.324804","45.963308"
"ASSOCIATION CULTURELLE ET SPORTIVE DES JEUNES TURCS CALADOIS","Permettre aux jeunes de toutes nationalites garcons et filles de se rencontrer d echanger leurs idees d organiser des sorties.","249,rue de la quarantaine","69400","VILLEFRANCHE-SUR-SAONE","4.725092","45.989196"
"ARNAS : REFLEXIONS ET DIALOGUE","Reflechir et dialoguer sur le quotidien et l avenir d arnas.","23,rue pre du moulin chez m. forissier","69400","ARNAS","4.716318","46.022119"
"ASSOCIATION DES JEUNES ET DE LA FAMILLE TUNISIENNE DE VILLEFRANCHE","Orientation cours de soutien de n importe quelle matiere cours de langue arabe informatique musique danse theatre sports sorties animation au sein de la collectivite dessin cuisine couture peinture aide morale et administrative.","Rue justin godard","69400","VILLEFRANCHE-SUR-SAONE","4.739726","45.982022"
"ASSOCIATION LA FONTAINE DU ROY","Gerer les parties communes du lotissement.","229,route de montmelas","69400","GLEIZE","4.716575","46.002759"
"LOLA ASAMAR","Apporter aide soutien service materiel et moral dans des taches menageres ou educatives a des familles.","234,rue blaise pascal","69400","ARNAS","4.736918","45.999954"
"HORIZON PLUS ENTREPRISE D'INSERTION PAR L'ECONOMIE","Aide par le travail aux personnes en difficultees.","14,rue paulin bussiere","69220","BELLEVILLE","4.749308","46.11141"
"LES CAVALIERS DU TOLERON","Equitation sous toutes ses formes.","275,route du toleron","69400","ARNAS","4.70346","46.021927"
"DECOUVRIR","Favoriser l epanouissement des personnes par la decouverte et la pratique d activites d expression.","35,route de paris","69170","TARARE","4.425774","45.89573"
"KICK BOXING FULL CONTACT BELLEVILLE","Pratique des l age de 6 ans.","69,boulevard rosselli","69220","BELLEVILLE","4.735843","46.108026"
"GRAIN DE P (ASSOCIATION DISSOUTE DANS MULTILOG)","Association dissoute (donnees incompletes)","","69380","CHAZAY-D'AZERGUES","4.710033","45.875228"
"GROUPEMENT D'EMPLOYEURS SOLAVIN","Mise a disposition des adherents de l association d un ou plu sieurs salaries.","La carelle chez m. jean-claude sothier","69460","SAINT-ETIENNE-DES-OULLIERES","4.639226","46.06113"
"INTERCLASSE EN 5 COURS LA VILLE","Realisation de divers manifestations regroupant un ensemble de conscrits des classes en 5 nes ou residant sur la commune de coursla ville.","Mairie","69470","COURS-LA-VILLE","4.321455","46.099736"
"LE MONDE COMBATTANT DE COGNY","Rassemblement des anciens combattants.","Les meules","69640","COGNY","4.629519","45.988705"
"TIXIER GODIN RACING","Faciliter la participation a des competitions automobiles.","Charveyron chez m. tixier","69170","JOUX","4.369905","45.887898"
"FUNBOARD C (ASSOCIATION DISSOUTE DANS MULTILOG)","Association dissoute (donnees incompletes)","","69830","SAINT-GEORGES-DE-RENEINS","4.712821","46.062021"
"AMICALE DES CLASSES EN 5","Organisation des banquets des classes et autres manifestations.","Mairie","69790","SAINT-IGNY-DE-VERS","4.437228","46.240455"
"FUN CARS CLUB DE ST BONNET LE TRONCY","Organiser des spectacles automobiles sur terre battue.","Mairie","69870","SAINT-BONNET-LE-TRONCY","4.422778","46.083483"
"LA TROUPE DU TRAC N'ART","Pratique du theatre amateur.","13,rue des pavillons chez mme cortay","69400","GLEIZE","4.697683","46.002598"
"HORIZON","Favoriser le partage et la transmission de connaissances d informations et de competences entre ses membres.","Place de l'eglise","69240","MARDORE","4.33856","46.07033"
"ASSOCIATION CALADE MUS (ASSOCIATION DISSOUTE DANS MULTILOG)","Association dissoute (donnees incompletes)","","69400","VILLEFRANCHE-SUR-SAONE","4.724536","45.985089"
"CERCLE D'ETUDES DU POTENTIEL HUMAIN (C.E.P.H.)","Organiser et developper l etude et la transmission des connaissan ces concernant le developpement des potentiels humains.","124,rue de la republique chez mme juan","69400","VILLEFRANCHE-SUR-SAONE","4.71662","45.987777"
"PB AND CO","Promouvoir et favoriser la creation et le developpement de toutes les activites d ordre culturel et sportif dans le respect du savoir vivre et de la gastronomie de notre pays.","Les places auberge de st loup","69490","SAINT-LOUP","4.491102","45.891396"
"ASSOCIATION POUR LA FORMATION ET L'EDUCATION ROUTIERE (AFER)","Mise en oeuvre de programmes de formation.","Route d'alix chez m. jean revoyre","69380","CHATILLON","4.646632","45.881676"
"ASSOCIATION DES VILLES FRANCHES D'EUROPE","Developper des relations amicales entre les communes ayant pour nom villefranche en favorisant des echanges sportifs culturels scolaires ou autres.","Mairie","69400","VILLEFRANCHE-SUR-SAONE","4.71788","45.988066"
"AMICALE CLASSE 1969","Organiser la fete des conscrits de denice ainsi que diverses reunions amicales entre ses membres.","Mairie","69640","DENICE","4.645992","46.0016"
"LES CAMELEONS","Organisation de diverses activites culturelles et sportives.","Les ifs chez gregory duvernay","69620","BOIS-D'OINGT","4.57527","45.919397"
"EN COMPAGNIE DE SECRETS","Favoriser la recherche et la creation artistique sous toutes ses formes en particulier theatrales leur diffusion la plus large et leur promotion.","965,route de riottier chez m. boggio","69400","VILLEFRANCHE-SUR-SAONE","4.731296","45.980613"
"AMICALE CLASSE 1948 BELLEVILLE SUR SAONE ST JEAN D'ARDIERES TAPONAS","Regrouper les personnes nees en 1928.","Mairie","69220","BELLEVILLE","4.731741","46.112022"
"KOWAL AUTO RACING","Preparer des vehicules participer a differents rallyes.","Le petit gleize","69400","GLEIZE","4.661777","45.986997"
"AMICALE DES CLASSES EN 6 D'ODENAS","Organiser des fetes.","Le bourg","69460","ODENAS","4.645302","46.101244"
"CONSEIL LOCAL DES PARENTS D'ELEVES F.C.P.E. DE VILLEFRANCHE ECOLE JEAN MACE","Regrouper l ensemble des parents d eleves propager et defendre l ideal laic.","Rue des jardiniers local f.c.p.e.","69400","VILLEFRANCHE-SUR-SAONE","4.720404","45.987222"
"A LA RECHERCHE DU PATRIMOINE ET DU TEMPS PASSES","Collecter des renseignements aupres des archives publiques dans lebut de recreer une carte et une maquette de l etat de notre regionau voisinage du xe siecle.","43,rue jean-baptiste fournier","69240","THIZY","4.312732","46.031519"
"L'ECOUTE","Rassembler celles et ceux qui se reconnaissent dans une philosophie et une demarche socialiste et republicaine pour promouvoir la vie locale.","607,rue de thizy","69400","VILLEFRANCHE-SUR-SAONE","4.710708","45.988104"
"CLASSE 97","Entretenir des liens d amitie entre les personnes nees en 1977.","Route de valliere chez colette","69830","SAINT-GEORGES-DE-RENEINS","4.72676","46.064357"
"ASSOCIATION POUR LE FI (ASSOCIATION DISSOUTE DANS MULTILOG)","Association dissoute (donnees incompletes)","","69400","GLEIZE","4.685147","45.992645"
"COPROPRIETE ' LES LILAS '","Gestion de copropriete.","Le bourg","69870","LAMURE-SUR-AZERGUES","4.493907","46.061432"
"GROUPEMENT D'EMPLOYEU (ASSOCIATION DISSOUTE DANS MULTILOG)","Association dissoute (donnees incompletes)","","69430","LANTIGNIE","4.617563","46.149205"
"FRECA DANSE","Promouvoir et developper l enseignement et la connaissance de la danse.","48,rue des marais","69400","VILLEFRANCHE-SUR-SAONE","4.719548","45.989478"
"L'ESSENTIEL","But informatif formateur culturel artistique et recreatif.","Rue tyre-laine","69620","OINGT","4.583155","45.948605"
"CHOEUR D'ENFANTS DU VAL DE SAONE","Faire chanter en polyphonie des enfants a partir de 9 ans et faired eventuels concerts.","60,rue d'alma","69400","VILLEFRANCHE-SUR-SAONE","4.717055","45.985698"
"' RALLYES TOURISTIQUES EDITOURS '","Promotion et developpement du tourisme.","Les grands pres","69220","SAINT-LAGER","4.679641","46.108976"
"PLANTS DE MONTAGNE DU HAUT BEAUJOLAIS","Promouvoir un produit de qualite .developper cette production particuliere de la montagne beaujolaise.","14,rue de l'egalite c.d.m.b.","69550","AMPLEPUIS","4.33393","45.973294"
"TARARE ESPACE PIETON","Developpement economique et animation commerciale de la zone pietonne de tarare.","20,rue anna bibert","69170","TARARE","4.434307","45.896119"
"AMICALE DES CLASSES EN 6 DE REGNIE-DURETTE","Organiser la fete des conscrits.","Mairie","69430","REGNIE-DURETTE","4.671485","46.138705"
"AMICALE DES REUNIONNAIS DU BEAUJOLAIS","Reunir les creoles installes en france et faire partager aux metropolitains la culture le folklore et les specialites culinaires de l ile de la reunion.","20,place louise michel","69400","VILLEFRANCHE-SUR-SAONE","4.730079","45.996022"
"LES CHEVAUX DE MARCY","Activites de l ecole veterinaire de lyon concernant le cheval.","Saint roch","69620","BOIS-D'OINGT","4.576538","45.925678"
"AGENCE OENOLOGIE CONSEIL INTERNATIONAL","Promouvoir les produits et savoir-faires francais en matiere de gastronomie oenologie et produits du terroir.","24,avenue des tilleuls chez gerard sauzon","69830","SAINT-GEORGES-DE-RENEINS","4.723595","46.056348"
"ECURIE ZONE ROUGE","L entretien la logistique la presentation de vehicules a des competitions auto et moto.","30 rue hector berlioz","69400","LIMAS","4.709669","45.976429"
"COMITE INTER-CLASSES EN 7 DE RONNO","Organisation de la fete.","Mairie","69550","RONNO","4.381741","45.985274"
"AMICALE DES CLASSES EN 8 DE CHARENTAY","Participer a la vie de la commune par la fete des concrits.","Lotissement du sancillon","69220","CHARENTAY","4.681692","46.089349"
"CLASSE 1996","Entretenir des liens qui unissent les conscrits de la classe 96.","1,place de la republique","69170","TARARE","4.428651","45.895624"
"ASSOCIATION POUR LA REFLEXION ET L'ACTION (AREFLAX)","Mener des reflexions sur la vie economique sociale et politique de notre pays de l europe et du reste du monde.","15,impasse de la vagabonde","69400","GLEIZE","4.716466","46.00794"
"MADAGASCAR,MARIA ESPOIR","Aide humanitaire.","490,route de riottier","69400","VILLEFRANCHE-SUR-SAONE","4.725974","45.982605"
"LA CONFRERIE DE LA TASSEE","La connaissance des vins.","700,route de bel air chez m. ziane gerard","69830","SAINT-GEORGES-DE-RENEINS","4.735544","46.062106"
"GROUPEMENT DES NOCTAMBULES OCCASIONNELS EN CHARENTAISE (GNOC)","Organisation de sorties et du temps libre de ses membres.","En challier chez mme proietti","69480","POMMIERS","4.677595","45.955612"
"ASSOCIATION DES DIRECTEURS RHONE ET SAONE (A.D.R.E.S.)","Instaurer une dynamique pour le developpement la promotion et la representation des etablissements accueillant et hebergeant prin- cipalement des personnes agees","Les fortieres fondation courajod","69460","BLACE","4.650666","46.032705"
"ASSOCIATION POUR UN RENOUVEAU CULTUREL ET SOCIAL","Developpes et encourager l'etude et le partage des connaissances culturelles et sociales.","Les villards","69220","TAPONAS","4.748067","46.114317"
"LES CAVALIERS D'ENDURANCE DU BEAUJOLAIS","Regrouper des cavaliers pratiquant l'endurance.","152,rue des jardiniers","69400","VILLEFRANCHE-SUR-SAONE","4.720259","45.987722"
"AMICALE CLASSE 1951 DE CERCIE - ST LAGER","Recruter les conscrits nes en 1951","30,rue marechal foch","69220","SAINT-JEAN-D'ARDIERES","4.731251","46.112369"
"AMICALE DU 7EME REGIMENT DE TIRAILLEURS ALGERIENS","Reunir toutes les personnes ayant figure sur controles du 7eme r.t.a.","Le potet","69430","REGNIE-DURETTE","4.635297","46.144763"
"LA CLASSE EN 85 DE BEAUJEU","Organisation de soirees dansantes;preparation et organisation de la fete des classes en 5","Mairie","69430","BEAUJEU","4.586558","46.154032"
"LA CROISEE DES CHEMINS","L accueil la solidarite la priere.","Le bourg la cure","69490","SAINT-ROMAIN-DE-POPEY","4.535139","45.845755"
"ASSOCIATION DES ETUDIANTS EN MANAGEMENT DES COLLECTIVITES TERRITORIALES(AEMCT)","Promotion et defense des etudiants.","Le coteau chez m. cligny","69480","MORANCE","4.699474","45.899341"
"MES ANNEES DS","Conserver le patrimoine automobile.","Les varennes","69220","DRACE","4.795779","46.148354"
"AGIR ENSEMBLE","Etudier debattre echanger informer sur tous les sujets qui intere sent la vie des ansois.","Chemin de la grange baronna","69480","ANSE","4.711073","45.938897"
"GROUPEMENT D'EMPLOYEURS DE LA GRAPPE D'OR","Mettre a la disposition de ses adherents un salarie.","La collonge","69480","LACHASSAGNE","4.694781","45.929089"
"CLASSE 97 D'ANSE","Regrouper les personnes nees en 1977 et preparer la fete des conscrits.","3,rue nationale chez ginette","69480","ANSE","4.718987","45.937013"
"AMICALE DU PERSONN (ASSOCIATION DISSOUTE DANS MULTILOG)","Association dissoute (donnees incompletes)","","69220","BELLEVILLE","4.73131","46.105933"
"ASSOCIATION CAP'SUP (RHONE-ALPES)","Informer les jeunes handicapes des carrieres en entreprise et des formations en gestion","Grande rue","69870","LAMURE-SUR-AZERGUES","4.497422","46.032718"
"FA MILLE SCENES","Rassembler des personnes,des familles,dans une aventure convivialeet inter-generations pour realiser des spectacles d'expression populaire.","63,rue du nizerand","69400","VILLEFRANCHE-SUR-SAONE","4.710504","45.998756"
"ASSOCIATION SPORTS LOISIRS PASSIONS - A.S.L.P.","La promotion de tous sports mecaniques.","'le martin'","69490","SAINT-FORGEUX","4.445192","45.837101"
"LE SYCOMORE","Association de motivations humaines et de capacites materielles pour la creation d'evenements culturels.","Le godinet","69470","COURS-LA-VILLE","4.332771","46.113551"
"AMICALE DES LOCATAIRES D'AIGUERANDE ET PEILLON","L'amicale se donne pour but d'organiser la defense des interets des residents.","35 rue d'aiguerande","69220","BELLEVILLE","4.739883","46.106219"
"' LES BAROUDEUSES '","Financement de voyages et de loisirs.","365,montee de la collonge chez mme ruet","69400","GLEIZE","4.691683","45.985672"
"ATHLETIC S (ASSOCIATION DISSOUTE DANS MULTILOG)","Association dissoute (donnees incompletes)","","69170","TARARE","4.429772","45.9007"
"CLASSE EN 6 DE SAINT LOUP","Favoriser les liens d amitie entre tous les conscrits.","Mairie","69490","SAINT-LOUP","4.490845","45.89853"
"'HAPPY-FREE'","Organisation de manifestations musicales et sportives.","165,chemin des trois chatels","69480","ANSE","4.718322","45.93353"
"LES RETROUVAILLES","Favoriser les rencontres entre les anciens coureurs cyclistes amateurs et professsionnels.","Les braves","69430","REGNIE-DURETTE","4.654779","46.140276"
"LE FAUBOURG VERT GALAND","Animation de quartier.","22,avenue edouard herriot","69170","TARARE","4.441792","45.892339"
"M LE MOT DIT","Aide et creation d evenement culturel et artistique.","72 rue des echarmeaux","69430","BEAUJEU","4.5829","46.157787"
"CLAIR DE TERRE","Developpement et relation d aide.","Maison des associations","69380","CHAZAY-D'AZERGUES","4.705717","45.877224"
"ASSOCIATION DE DEFENSE DE SAINT NIZIER D'AZERGUES","Defense du paysage et du patrimoine respect du code de l urbanisme","'chez nesme' orval","69870","SAINT-NIZIER-D'AZERGUES","4.440168","46.105335"
"LA CHORALE DU MONT CENIS","Initiation au chant la sante par les plantes la decouverte de la nature.","Route de longsard ' le caveau '","69400","ARNAS","4.707059","46.016927"
"AMICALE DES ANCIENS DES TAMBOURS ET CLAIRONS DE BELLEVILLE SUR SAONE","Regrouper toutes les personnes ayant fait partie de la salamandre.","Place dailloux","69220","BELLEVILLE","4.750446","46.10751"
"LA CHASSE DES BEAUJOLAIS","Gestion de la chasse.","30 rue marechal foch","69220","SAINT-JEAN-D'ARDIERES","4.731251","46.112369"
"ASSOCIATION POUR LA VALORISATION ET LA PROMOTION DES VIANDES FERMIERES DES MONTS DU BEAUJOLAIS","Promotion des viandes produits transformes et plats cuisines.","14,rue de l'egalite","69550","AMPLEPUIS","4.33393","45.973294"
"ASSOCIATION DES JEUNES DE OINGT","Rassembler les jeunes du village.","Mairie","69620","OINGT","4.582085","45.946861"
"PULP'ACTION","Organisation et animation d activites diverses.","Rue de l'alambic chez m. ribardiere","69380","CHATILLON","4.643906","45.878473"
"ASSOCIATION DES JEUNES POUR LA CONSOMMATION DE CHOCOLAT AU RIZ AUX NOISETTES ET AU LAIT","Promotion des chocolats.","7,rue jean moulin","69550","AMPLEPUIS","4.333979","45.978901"
"LUCENAY PATRIMOINE ET ENVIRONNEMENT","Information et reflexion en matiere d urbanisme.defendre le patrimoine architectural et culturel de la commune.","38 route de l azergues","69480","LUCENAY","4.706069","45.912165"
"COMPAGNIE DES SAPEURS POMPIERS DE MARCHAMPT","Organisation des secours et lutte contre l incendie.","Mairie","69430","MARCHAMPT","4.569755","46.112154"
"ASSOCIATION DE PARENTS D'ELEVES DE L'ECOLE PRIMAIRE JEAN BONTHOUX","Sorties pedagogiques voyages manifestations.","Rue de belleroche","69400","VILLEFRANCHE-SUR-SAONE","4.704505","45.981875"
"AMICALE CLASSE 1997","Amitie entre les membres.organisation de manifestations.","109,rue de la republique","69220","BELLEVILLE","4.744702","46.109735"
"ASSOCIATION TUNISIENNE CALADOISE","Aider les familles d origine tunisienne vivant en calade a s inte grer dans la vie quotidienne du pays d accueil.","218,rue helene boucher","69400","VILLEFRANCHE-SUR-SAONE","4.704391","45.982985"
"LES CRAP'DAHUS","Developper toute forme de loisirs pour les jeunes.","Le sou","69640","LACENAS","4.645216","45.988693"
"ASSOCIATION DE LA RESIDENCE ALBERT CAMUS POUR L'ORGANISATION DE LA REINSERTION R.A.C.O.R.","Accompagnement des residents et reinsertion.","466,boulevard albert camus","69400","VILLEFRANCHE-SUR-SAONE","4.728536","45.98081"
"DB (DREAM-UP BACK)","Organiser des manifestations culturelles.","Avenue de brianne chez m. pascal barraud","69480","ANSE","4.715438","45.935288"
"ECOLE DE MUSIQUE DE GRANDRIS","Etude et developpement de l art musical.","Place de l'eglise","69870","GRANDRIS","4.475642","46.038473"
"CHATILLON LOISIRS","Creations d evenements et de manifestations dans le but d animer et de divertir les chatillonnais.","Mairie","69380","CHATILLON","4.645312","45.877142"
"ESPACE 624 AUMONERIE DE LA CITE SCOLAIRE DE LA PLATA","Lieu d accueil pour le college marie laurencin le lycee polyvalentrene cassin et le lycee professionnel jules vernes.","5,rue radisson","69170","TARARE","4.434886","45.8978"
"AGEST PROMO 96","Promouvoir la section bts assistant(e)de gestion la formation en alternance.","317,bd gambetta chambre de commerce","69400","VILLEFRANCHE-SUR-SAONE","4.714939","45.992599"
"AMICALE CLASSES 77","Perpetuer la tradition de la fete des classes.","Rue jean jaures","69240","THIZY","4.31257","46.03061"
"LES BOB'S","Organisation de soirees dansantes.","37,rue de thel","69470","COURS-LA-VILLE","4.326724","46.10221"
"VELO CLUB DU POPEY","La pratique du velo.","Mairie","69490","SAINT-ROMAIN-DE-POPEY","4.530656","45.848623"
"TATI TEAM BEAUJOLAIS RACING","Pratique de sports mecaniques.","45,impasse jean laval chez m. enjolras","69480","ANSE","4.716386","45.937608"
"EDEN PECHE","Toutes activites de peche et initiation.","882,rue pierre montet","69400","VILLEFRANCHE-SUR-SAONE","4.699268","45.980742"
"BELLES ET BIELLES","Acquisitions de vehicules automobiles anciens pour remise en etat d origine et participation a des manifestations.","Le bourg","69620","LETRA","4.525363","45.960884"
"SOL Y OLAS","Proposer des spectacles concerts et animations pour tout public.","Mairie","69380","CHATILLON","4.645312","45.877142"
"AMICALE INTERCLASSES EN 6","Organisation de la fete des classes.","Mairie","69240","MARNAND","4.31132","46.019949"
"LA GARGOUILLE","Creation et realisations de costumes decors etc..pour des specta cles vivants cinema television etc...","4,avenue de la republique","69380","CHAZAY-D'AZERGUES","4.712263","45.875986"
"ACTIF (ACCUEIL-CONVIVIAL-TEMPORAIRE-INTERMEDIAIRE-FAMILIAL)","Permettre aux personnes handicapees mentales ou malades mentales adultes en rupture de travail ou a la retraite de se ressourcer et de trouver un certain equilibre avant de reintegrer leur etablissement ou famille d origine.","34,rue nationale chez m. barraud gilles","69480","ANSE","4.718987","45.937013"
"COMITE DEPARTEMENTAL DU RHONE DE LA FFSS","D unir les associations et les membres individuels dans un but de solidarite et d action commune de coordonner et soutenir toutes les initiativesdes associations affiliees.","47,passage de l'ancienne mairie","69400","VILLEFRANCHE-SUR-SAONE","4.717986","45.988026"
"ASCOM MMV","La video:reunir les personnes ayant la meme passion.","Les logis de la plaine","69170","TARARE","4.423977","45.890298"
